species	TD	non_TD	absolute_latitude	elevation	GHM	population	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	peo_bio1	peo_bio2	peo_bio3	peo_bio4	peo_bio5	peo_bio6	peo_bio7	peo_bio8	peo_bio9	peo_bio10	peo_bio11	peo_bio12	peo_bio13	peo_bio14	peo_bio15	peo_bio16	peo_bio17	peo_bio18	peo_bio19	vapr	wind	srad	npp	ALUM_SAT	BSAT	BULK	CEC_CLAY	CEC_SOIL	CLAY	CN_RATIO	COARSE	ELEC_COND	GYPSUM	ORG_CARBON	PH_WATER	REF_BULK	SAND	SILT	TCARBON_EQ	TEB	TOTAL_N	ESP	soil_phosphorus	leaf_phenology	growth_habit	height
Mikania_micrantha	5079	41250	12.34	328.97	0.49	868.35	22.16	7.72	50.78	283	29.64	13.9	15.74	24.74	19.68	25.3	18.44	2133.89	380.13	47.77	66.18	1015.53	170.31	851.9	280.53	183.97	108.52	53.81	3610.64	282.28	70.19	212.08	217.93	149.77	225.94	134.22	2112.75	390.32	38.82	70.09	1043.69	144.03	876.15	247.14	2.19	2.56	16084	4.34E+11	18.94	49.67	1.27	31.69	11.67	28.1	9.09	13.39	0.65	1	0.89	5.32	1.67	38.29	24.47	1.76	8.34	0.74	2.98	354.68	NA	herbs	NA
Mimulus_guttatus	5272	22792	45.43	700.74	0.4	251.72	8.81	10.22	37.87	594.21	23.48	-2.73	26.21	8.18	9.54	16.31	1.85	808.43	104.81	37.3	34.86	291.81	127.33	175.35	241.32	-11.14	103.81	33.95	6993.37	136.16	-161.98	298.13	-1.75	-14.24	74.3	-102.37	833.1	112.09	36.27	34.68	305.23	128.35	187.27	245	0.81	3.59	12448.54	2.72E+11	10.74	64.44	1.33	51.56	14.32	19.77	9.22	14.33	0.81	1.2	1.58	5.81	1.55	40.81	30.94	3.2	14.94	1.06	2.77	393.22	NA	herbs	0.4636
Miscanthus_sinensis	7977	59812	36.95	329.18	0.58	837.89	11.78	8.3	29.17	709.3	25.68	-1.75	27.44	18	4.88	20.38	2.97	1328.18	198.16	50.66	39.75	528.43	172.54	493.1	194.5	35.15	110.58	30.05	9258.86	211.04	-160.45	371.49	114.55	-41.01	147.65	-89.2	1387.87	236.01	40.31	51.96	611.25	147.24	553.5	170.15	1.17	3.1	12475.02	2.82E+11	15.54	50.86	1.21	40.1	11.15	18.79	8.22	13.33	0.55	0.96	1.08	5.02	1.44	36.64	28.64	1.69	8.79	0.83	2.02	269.22	NA	herbs	1.524
Mitragyna_speciosa	7748	47998	1.62	153.36	0.3	134.35	22.48	7.9	71.53	90.17	27.91	17.37	10.54	22.74	21.99	23.52	21.33	2345.5	286	111.05	28.04	784.76	378.4	608.26	552.95	205.36	94.86	72.4	1246.62	273.93	138.83	135.1	204.52	208.36	219.12	188.07	2245.69	305.9	87.26	37.07	816.36	304.05	620.4	463.52	2.32	1.34	14875.33	7.63E+11	18.58	44.91	1.12	33.34	18.2	27.57	10.9	13.33	0.61	0.53	4.35	4.82	1.62	37.95	22.57	0.12	13.86	2.08	4.18	255.05	EV	woody	NA
Nelumbo_nucifera	2860	21129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	NA
Nymphaea_thermarum	3693	21768	90.25	170	0.94	581.94	13.29	11.58	29.93	1001.42	32.2	-6.5	38.7	23.15	0.37	25.22	0.37	982	103	51	18.98	291	184	269	184	-26	133	25	14159	221	-300	521	69	-188	137	-217	943	116	41	31	309	140	272	142	1.17	3.39	14301.25	2.98E+11	0	91.77	1.48	66.89	18.71	25.03	8.77	10.23	0.74	0.49	0.8	7	1.77	34.11	40.86	4.49	20.83	0.95	1.66	184.49	NA	herbs	NA
Nymphoides_indica	7041	22942	4.44	206.68	0.35	344.16	22.08	10.03	55.33	292.26	30.88	12.24	18.64	24.31	19.25	25.38	18.23	1411.29	263.45	29.27	71.08	686.09	108.41	428.54	216.12	189.12	122.8	55.96	3550.9	298.78	65.08	233.7	218.91	153.78	230.22	139.5	1375.23	265.71	25.74	76.01	690.89	96.91	439.17	190.12	1.98	2.51	17373.49	4.52E+11	12.34	57.59	1.29	38.17	13.79	27.2	9.24	12.06	0.89	0.67	1.27	5.56	1.63	40.67	22.6	2.04	13.42	0.82	4.73	294.9	NA	herbs	NA
Olea_europaea	5464	45220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EV	woody	17.5
Olyra_latifolia	4204	32374	1.05	335.45	0.32	205.61	23.9	9.67	69.22	123.66	30.81	16.97	13.84	24.3	23.27	25.29	22.3	1809.53	297.93	38.46	62.01	789.65	144.51	422.78	384.25	208.21	112.55	68.84	1464.59	289.85	124.98	164.86	213.9	200.37	224.77	187.93	1716.6	298.99	36	64.6	779.54	137.91	438.98	330.26	2.35	1.93	16588.62	6.91E+11	19.2	47.98	1.28	30.37	11.98	32.29	9.31	13.63	0.51	0.59	0.91	5.38	1.74	40.04	21	1.36	9.03	0.78	2.89	293.55	NA	herbs	NA
Oryza_barthii	4628	29947	9.34	301.24	0.43	253.72	26.92	12.96	59.21	235.4	37.63	15.72	21.92	26.52	25.26	29.92	24.12	768.94	205.4	1.6	118.96	503.46	9.09	123.59	147.13	235.98	144.75	60.84	2456.9	347.4	111.22	236.18	244.53	214.61	265.48	202.76	677.02	177.91	1.46	117.3	440.22	8.17	143.42	76.54	1.84	2.21	19314.49	2.62E+11	6.66	70.57	1.37	39.58	13.14	26.83	8.9	13.12	1.08	0.69	0.57	6.02	1.65	47.24	18.61	1.68	15.27	0.52	5.65	288.19	NA	herbs	NA
Oryza_sativa	6005	36184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	NA
Panicum_hallii	4912	28351	29	978.95	0.3	183.46	18.19	14.93	47.73	620.39	33.5	1.91	31.59	23.63	13.26	25.5	10.3	546.99	97.75	16.35	62.92	241.85	59.62	192.92	73.46	109.44	153.99	40.61	8516.32	292.21	-99.9	392.11	166.31	53.04	207.59	-8.99	529.11	118.37	10.47	79.27	275.04	47.05	179.46	72.87	1.24	3.45	17639.96	2.08E+11	0.55	84.73	1.41	57.8	16.21	23.27	8.66	13.99	1.33	1.44	0.72	7.07	1.65	43.1	27.43	9.36	29.95	0.67	6.28	402.37	NA	herbs	NA
Panicum_virgatum	9146	71132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	0.856
Paspalum_vaginatum	5215	30350	4.59	105.96	0.43	640.16	16.77	7.71	42.92	275.16	24.63	9.24	15.39	16.91	17.25	20.12	13.4	915.38	153.44	26.28	46.82	401.05	96.46	243.01	198.25	163.51	109.52	52.3	3479.39	271.01	58.69	212.32	163.53	168.43	206.59	117.92	1149.89	200.9	29.42	57.81	517.81	111.81	304.17	247.77	1.51	2.72	13768.5	2.59E+11	9.92	55.61	1.16	38.31	12.12	21.3	8.17	11.99	1.06	1	0.9	5.15	1.41	36.81	22.17	3.2	14.49	0.71	4.96	232.08	NA	herbs	0.03048
Phaseolus_vulgaris	4836	23298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	1.455
Phyllostachys_edulis	6267	44669	33.36	241.82	0.64	1904.78	14.54	8.18	28.33	744.87	28.96	0.37	28.59	21.11	7.15	23.66	5.44	1598.7	236.78	52.8	46.27	623.68	183.47	567.11	204.58	82.04	117.43	30.18	9342.74	267.69	-121.6	389.29	175.98	-24.32	198.65	-42.88	1579.66	259.12	34.16	55.65	673.16	137.45	626.6	160.8	1.36	3.1	13358.59	2.85E+11	13.46	41.5	0.97	37.94	10.66	16.42	7.3	12.15	0.41	0.75	1.13	4.34	1.25	31.5	24.38	0.87	7.15	0.8	1.74	198.07	NA	woody	NA
Pinus_lambertiana	10812	27706	38.1	1549.62	0.14	59.31	9.39	13.93	46.56	602.35	27.16	-2.84	30	3.3	16.18	17.3	2.84	1031.19	184.56	7.34	76.97	511.98	41.37	56.96	489.12	22.3	128.03	44.48	5679.33	186.94	-98.1	285.04	-33.68	88.4	98.34	-42.94	1321.51	227.59	8.5	71.45	643.03	61.34	76.65	600.9	0.62	3.28	16943.45	4.12E+11	23.04	53.77	1.36	41.61	11.96	26.17	9.1	13.03	0.57	1.28	0.84	5.82	1.75	43.74	27.55	1.93	10.53	0.77	2.65	442.05	EV	woody	75.8996
Pistacia_vera	7659	24125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	woody	NA
Populus_deltoides	6355	38498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	39.5381538
Populus_euphratica	3922	26846	37.02	650.61	0.49	401.52	14.67	12.44	34.14	952.93	33.38	-4.45	37.82	15.79	14.25	25.8	2.43	222.54	47.09	2.6	79.03	120.56	10.61	40.15	84.97	80.12	126.99	32.69	8280.52	255.36	-105.49	360.85	98.76	75.34	178.55	-34.3	168.7	36.92	1.97	68.15	91.68	8.5	27.89	68.82	0.96	2.51	17055.11	79408873024	0.93	59.85	0.98	36.98	9.79	15.37	5.98	9.79	1.57	2.13	0.42	5.13	1.15	30.5	20.69	7.81	25.22	0.45	7.37	312.77	D	woody	NA
Populus_trichocarpa	5760	28939	48.17	400.96	0.49	419.98	8.97	9.69	37.06	590.2	23.49	-2.17	25.66	6.95	10.27	16.4	2.01	843.82	117	32.8	39.15	326.44	114.54	145.47	281.19	-27.97	88.49	32.09	6572.53	102.28	-166.01	268.29	-19.55	-40.19	52.49	-113.49	863.29	118.07	36.25	35.38	316.2	134.5	187.11	263.4	0.86	3.41	11856.8	2.78E+11	12.14	60.44	1.3	50.59	13.95	19.19	9.34	13.8	0.73	1.13	1.62	5.58	1.52	40.4	30.26	2.72	13.42	1.05	2.44	395.95	D	woody	33.1818182
Populus_wilsonii	5436	32618	33.3	1275.5	0.62	253.05	12.02	9.78	33.15	734.63	26.27	-3.48	29.75	19.26	3.59	20.75	2.61	884.9	160.97	15.2	73.97	429.27	54.35	400.75	68.03	74.03	108.95	34.4	7094.07	221.97	-94.2	316.18	143.7	-14.53	159.97	-24.55	764.95	159.5	11.62	82.88	406.77	41.85	389.07	47.7	1.08	2.04	13489.24	3.05E+11	6.23	56.23	1.12	36.84	10.18	18.94	6.47	10.88	0.72	1.15	0.49	4.93	1.33	30.37	25.68	4.12	12.95	0.54	2.38	398.4	D	woody	NA
Primula_veris	5822	28771	51.21	297.32	0.52	245.78	8.31	7.98	32.12	616.07	22.04	-2.51	24.55	10.51	5.88	16.08	1.04	755.31	84.18	43.77	20.4	234.69	145.95	197.57	179.93	-36.43	88.06	29.6	7694.07	108.62	-191.8	300.42	8.52	-79.85	56.22	-140.12	772.31	96.58	40.83	26.68	257.35	140.15	227.54	166.72	0.89	3.5	10745.43	2.73E+11	9.43	69.21	1.39	50.44	14.98	19.49	9.41	15.57	0.89	1.5	1.98	6.06	1.59	41.96	33.29	4.79	15.56	1.19	2.7	403.81	NA	herbs	NA
Prunus_dulcis	4449	23514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	8.5
Prunus_mume	4712	18627	30.82	503.86	0.65	1406.91	14.73	9.05	31.03	757.6	28.92	-0.59	29.51	22.07	6.38	23.69	5.12	1340.47	240.35	33	65.78	625.84	117.49	579.58	134.78	91.66	116.28	32.52	8749.89	262.88	-103.49	366.37	177.7	-1.6	199.18	-27.89	1294.76	266.42	20.46	76.64	669.93	82.85	617.62	108.17	1.38	2.47	13857.07	2.85E+11	13.11	40.53	0.98	28.26	8.52	16.69	6.46	10.44	0.46	0.76	0.72	4.08	1.19	29.14	22.16	1.32	6.71	0.6	1.65	298.07	D	woody	NA
Prunus_persica	5874	20999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	8
Pseudotsuga_menziesii	7353	44066	44.9	532.95	0.41	224.48	9.02	9.25	36.98	574.26	22.93	-1.74	24.66	8.58	8.74	16.24	2.25	926.4	118.91	43.04	30.19	329.47	147.05	189.15	275.27	-2.82	90.21	33.3	6323.44	127.81	-138.2	266.01	10.87	-12.44	73.87	-86.88	931.64	118.42	44.18	27.77	321.49	158.21	214.25	264.57	0.88	3.5	11980.47	3.38E+11	16.69	58.72	1.4	51.49	13.78	19.36	10.25	16.89	0.62	1.65	1.44	5.75	1.6	44.49	32.08	2.14	11.47	1.04	2.36	378.58	EV	woody	76.19
Punica_granatum	4426	19285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	4.9306667
Quercus_lobata	11840	27526	37.15	261.08	0.49	460.45	15.34	14.05	50.9	515.38	30.97	3.1	27.88	9.93	21.36	21.73	9.25	584.86	119.08	1.6	90.93	316.63	8.92	13.81	310.24	95.08	136.12	49.7	5033.52	250.17	-23.01	273.18	38.57	157.98	159.66	33.34	897.52	172.78	1.44	85.12	479.21	11.26	22.74	458.65	1.04	3.19	17084.19	3.85E+11	2.74	68.3	1.25	44.28	14.91	25.49	7.32	10.61	0.9	0.74	0.92	5.65	1.55	31.97	26.96	2.14	15.44	0.79	2.22	399.5	D	woody	22.357
Quercus_mongolica	7762	28791	38.94	474.65	0.44	469.28	8.2	9.68	25.98	1001.85	25.72	-10.99	36.72	19.37	-3.89	20.09	-4.56	1165.38	226.48	30.53	71.2	572.64	105.66	558.79	113.35	14.1	126.66	26.76	12011.67	230.27	-237.03	467.29	157.18	-140.52	159.89	-150.51	1100.7	262.49	16.38	87.06	623.18	65.93	615.5	69.17	0.96	2.8	13031.65	2.63E+11	12.79	56.18	1.25	45.34	11.96	16.43	8.97	16.16	0.66	1.16	1.46	5.43	1.46	39.99	31.45	1.63	9.74	0.97	2.18	335.13	D	woody	28.7
Quercus_rubra	10030	23303	48.23	171.51	0.58	563.58	9.24	8.79	32.27	699.01	24.02	-3.54	27.56	11.94	4.48	17.83	0.69	863.23	92.33	50.98	18.49	260.11	170.25	232.36	199.41	-37.76	92.94	28.8	8434.41	118.98	-204.64	323.62	15.58	-93.49	63.37	-149.85	825.65	101.95	44.2	24.41	274.06	153.86	219.59	174.74	0.97	3.54	11158.07	2.95E+11	14.71	58.93	1.37	48.56	12.68	17.36	10.16	14.35	0.66	0.95	1.53	5.49	1.5	44.14	30.77	1.98	10.68	1.04	2.24	313.42	D	woody	20.096431
Rhododendron_simsii	7317	25682	24.86	575.4	0.61	1307.17	17.11	8.1	33.41	611.2	28.97	4.18	24.8	22.1	10.57	24.19	9.22	1497.76	257.6	35.37	61.99	688.59	127.57	608.14	153.64	133.04	101.9	36.82	6403.74	270.88	-15.11	285.99	188.13	70.54	211.79	45.55	1478.03	271.13	27.12	67.89	717.4	106.3	615.96	145.15	1.62	2.17	13892.22	3.17E+11	15.2	36.22	0.97	23.6	7.98	19.23	6.35	9.85	0.41	0.5	0.56	3.9	1.22	27.98	20.02	1.26	5.36	0.51	1.66	320.62	EV	woody	NA
Rosa_chinensis	6952	38512	24.04	738.01	0.65	1036.92	16.31	9.69	41.9	559.05	28.55	3.46	25.09	20.79	11.17	22.86	9.14	1164.37	207.72	26.31	67.46	546.24	94.15	427.53	140.68	116.28	110.65	42.38	5898.64	253.82	-29.01	282.84	162.29	65.28	188.17	35.52	1052.19	200.62	21.14	71.4	522.39	80.1	386.3	130.26	1.48	2.35	14796.75	3.60E+11	8.46	46.73	0.98	32.55	10.65	18.53	6.43	11.06	0.68	0.76	0.79	4.34	1.22	28.47	20.96	2.76	10.47	0.62	2.47	340.51	NA	woody	NA
Salix_brachista	4486	25723	29.88	2431.83	0.46	97.22	9.41	10.89	39.34	632.56	22.03	-6.14	28.17	16.47	1.66	16.7	1.18	883.54	177.85	8.1	83.27	472.23	32.17	469.67	37.35	48.27	115.12	39.98	6045.31	176.77	-112.9	289.67	114.58	-33.46	120.27	-35.27	821.88	179.79	6.31	88.88	470.15	24.29	448.96	25.12	0.89	2.05	13544.01	3.12E+11	3.84	67.37	1.29	44.07	12.83	21.71	7.3	13.42	0.99	1.11	0.67	5.69	1.52	34.59	29.12	5.39	16.15	0.72	2.24	407.84	NA	woody	NA
Salix_purpurea	5636	29489	48.26	429.93	0.54	270.76	9.09	8.56	33.61	628.4	23.19	-2.16	25.36	11.7	6.77	16.96	1.61	851.19	98.21	48.01	22.53	272.47	161.3	229.4	197.57	1.41	90.42	31.73	7023.1	140.36	-145.83	286.2	41.74	-34.91	84.81	-93.92	840.56	100.42	45.2	24.23	274.55	154.65	230.72	193.76	0.92	3.29	11553.37	3.04E+11	8.93	69.99	1.37	50.72	14.99	19.82	9.25	15.03	0.98	1.46	1.7	6.09	1.58	40.21	33.49	5.65	16.83	1.19	2.82	390.1	D	woody	3.6566737
Salvia_hispanica	5388	27534	32.13	736.39	0.65	1150.73	13.66	10.49	47.15	441.14	25.62	2.75	22.87	15.24	11.18	19.05	8.28	908.9	137.61	33.4	47.81	371.28	116.82	270.44	160.19	56.43	118.13	45.16	5643.78	191.48	-87.84	279.32	100.32	13.26	122.76	-20.81	846.01	135.34	28.83	48.63	352.72	105.64	248.48	150.12	1.17	3.1	13813.53	3.36E+11	7.99	53.98	1.09	42.49	12.92	17.52	7.74	11.93	0.71	0.87	1.25	4.86	1.3	33.98	24.17	2.31	12.38	0.85	2.44	334.6	NA	herbs	NA
Salvinia_cucullata	579	19200	16.63	146.24	0.63	1252.74	24.81	8.92	54.66	246.99	33.02	15.73	17.3	25.98	22.61	27.6	21.55	1743.78	321.53	27.93	75.56	847.15	104.84	490.33	192.6	204.95	111.87	52.45	3046.27	305.24	84.8	220.44	226.47	173.89	239.8	161.42	1548.95	298.51	14.18	76.4	753.98	60.44	557.65	92.82	2.44	1.73	17694.12	4.57E+11	16.34	45.42	1.09	28.23	10.74	25.35	7.76	12.43	0.61	0.43	0.74	4.54	1.45	31.81	21.02	1.08	7.95	0.59	3.4	288.61	NA	NA	NA
Schrenkiella_parvula	2567	24280	46.85	6	0.28	3.38	8.3	10.27	23.78	1250.8	31.4	-11.8	43.2	21.57	-5.92	23.43	-7.13	280	36	16	22.33	87	53	84	62	-19	126	20	17450	271	-342	613	-105	166	187	-251	202	22	9	23	60	36	43	54	0.74	3.93	11980.67	82708127744	0	98.14	1.51	75.57	17.29	20.86	8.14	16.43	0.86	1.54	0.67	7.43	1.72	40.43	38.71	8.51	28	0.79	2.14	297.14	NA	herbs	NA
Selaginella_moellendorffii	3623	31176	25.42	470.51	0.54	1380.09	17.32	6.47	29.66	535.51	27.62	6.47	21.16	21.96	11.63	23.55	10.46	1986.07	314.28	63.67	53.16	844.77	216.73	766.91	243.31	135.82	97.23	34.82	6298.36	266.84	-9.63	276.47	193.92	68.24	212.94	49.98	1990.24	326.23	44.36	60.19	889.61	166.46	810.75	212.85	1.7	2.65	13648.38	2.75E+11	16.6	39.31	1.06	25.49	8.71	20.53	7.01	10.69	0.42	0.96	0.58	4.23	1.33	30.49	22.84	1.13	5.41	0.55	1.84	307.99	NA	NA	NA
Sequoia_sempervirens	22902	96004	40.57	189.7	0.52	658.73	12.53	10.39	46.85	439.3	24.78	2.74	22.04	9.72	15.51	18.04	7.36	914.69	148.87	21.6	59.16	404.56	78.06	93.2	378.33	70.25	104.88	45.87	4563.45	193.88	-37.39	231.27	34.75	107.64	127.68	11.72	1184.09	190.38	21.91	55.63	536.08	89.97	115.3	496.42	1.06	3.48	14113.79	4.16E+11	6.96	57.23	1.16	40.86	14	22.52	7.43	11.27	0.49	0.84	0.89	5.04	1.43	29.58	27.43	2.45	12.7	0.8	1.98	325.39	EV	woody	120
Sesamum_indicum	2961	21027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	NA
Setaria_italica	6357	28227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	1.5
Setaria_viridis	6063	32271	46.96	268.9	0.58	451.37	9.51	8.85	32.04	701.03	24.45	-3.19	27.64	13.38	5.11	18.17	1.01	788.28	97.95	40.8	27.19	266.17	137.47	233.6	165.75	-4.47	97.75	29.99	8430.92	155.57	-176.01	331.58	56.2	-65.52	96.7	-118.37	783.69	107.28	36.54	31.5	281.4	128.5	245.91	155.18	0.96	3.34	11607.72	2.78E+11	8.79	65.72	1.31	48.13	13.77	18.43	8.88	13.55	0.87	1.2	1.58	5.7	1.49	39.01	31.13	4.23	15.19	1.06	2.65	350.58	NA	herbs	0.9
Sinapis_alba	5203	53647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	0.4292308
Solanum_lycopersicum	3968	21516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	1.23576
Solanum_pennellii	4280	22173	11.91	1059.82	0.24	252.27	17.6	10.46	67.76	174.81	25.14	10.04	15.11	19.46	16.67	19.79	15.53	141.62	33.24	1.69	96.74	81.71	6.92	71.85	10.96	138.11	121.2	65.31	2117.1	228.57	46.17	182.4	162.04	131.8	165.22	111.41	123.71	29.33	1.79	108.37	70.9	7.26	64.51	8.57	1.54	2.91	17254.65	90209045941	2.54	70.83	1.39	45.48	8.71	15.44	10.77	19.16	1.99	0.94	0.62	6.95	1.58	61.79	20.57	6.04	15.96	0.53	6.56	420.94	NA	NA	NA
Solanum_stenotomum	5373	24435	13.39	3420.68	0.34	92.04	10.38	14.51	73.74	140.62	19.32	-0.52	19.84	11.38	8.62	11.8	8.44	760.73	143.95	10.1	80.76	387.47	40.59	268.92	56.12	54.85	140.96	72.33	1447.42	142.14	-52.33	194.47	65.53	36.11	69.3	33.36	694.21	123.06	11.66	71.49	328.99	48.03	249.9	65.38	0.84	2.51	16019.32	2.80E+11	6.9	70.92	1.32	49.53	12.96	20.23	9.32	19.89	1.03	1.28	0.89	6.18	1.6	46.48	25.82	2.48	16.25	0.75	4.08	366.97	NA	NA	NA
Sorghum_bicolor	5671	28447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	1.8549
Spirodela_intermedia	1920	19974	7.22	235.76	0.36	187.54	23.78	9.82	64.87	188.2	31.23	15.92	15.32	24.89	22.35	25.84	21.34	1522.92	236.37	38.16	53.29	626.83	142.64	432.93	294.49	201.65	114.27	63.9	2219.94	292.4	110.99	181.41	218.27	185.9	227.63	171.67	1449.81	224	39.89	52.06	604.33	148.81	400.82	258.14	2.29	2.35	16124.83	5.98E+11	8.78	63.58	1.27	42.58	15.29	29.3	8.8	10.68	1.07	0.57	1.01	5.66	1.65	37.56	23.51	0.83	13.59	0.76	6.33	272.2	NA	herbs	NA
